date,daily_score,daily_pos_count,daily_neg_count,sentiment_5dma,sentiment_vol,sentiment_momentum,sentiment_available
2008-10-06,0.0273074493157045,0,0,-0.026939904413471032,0.041353129882540494,0.05424735372917553,0
2008-10-07,-0.11889303750307664,0,0,-0.044812726737383166,0.0585060085974953,-0.07408031076569348,0
2008-10-08,-0.10562939287360186,0,0,-0.0484182541151987,0.06223861117845475,-0.05721113875840316,0
2008-10-10,-0.0945370946448273,0,0,-0.06099166888967773,0.0643245078137595,-0.03354542575514957,0
2008-10-13,-0.2694902123995513,0,0,-0.11224845762107054,0.10559649076221422,-0.15724175477848074,0
2008-10-14,-0.24225098856557162,0,0,-0.16616014519732575,0.0829079791841669,-0.07609084336824587,0
2008-10-15,-0.21009151160158582,0,0,-0.18439984001702758,0.07988630232773848,-0.025691671584558234,0
2008-10-16,-0.23485808965772986,0,0,-0.2102455793738532,0.06805976343905176,-0.024612510283876676,0
2008-10-17,-0.18718793905253114,0,0,-0.22877574825539396,0.03144396262610239,0.04158780920286281,0
2008-10-20,-0.4200139266979551,0,0,-0.2588804911150747,0.09265228914167802,-0.1611334355828804,0
2008-10-21,-0.3633264969494171,0,0,-0.2830955927918438,0.10251628988408949,-0.08023090415757328,0
2008-10-22,-0.3062149422022178,0,0,-0.3023202789119702,0.09406822581381155,-0.0038946632902475686,0
2008-10-23,-0.2865551955590894,0,0,-0.3126597000922421,0.08740451526303725,0.02610450453315266,0
2008-10-24,-0.05272898577089523,0,0,-0.28576790943591496,0.1403238829985355,0.23303892366501971,0
2008-10-27,-0.5036253920842791,0,0,-0.30249020251317976,0.16340508156533823,-0.20113518957109938,0
2008-10-29,-0.4663920067202049,0,0,-0.3231033044673373,0.17877578804624408,-0.1432887022528676,0
2008-10-31,-0.4155974207278956,0,0,-0.3449798001724728,0.18283884229517675,-0.07061762055542276,0
2008-11-03,-0.3618113878859263,0,0,-0.3600310386378402,0.17990090190948238,-0.0017803492480861216,0
2008-11-04,-0.21513693557855199,0,0,-0.3925126285993715,0.11262972410109215,0.17737569302081954,0
2008-11-05,-0.26590679972406467,0,0,-0.34496891012732867,0.10383012914077332,0.079062110403264,0
2008-11-06,-0.14775898196298576,0,0,-0.2812423051758849,0.10835770549060417,0.13348332321289913,0
2008-11-07,-0.2101899480911357,0,0,-0.2401608106485329,0.07988157448068718,0.0299708625573972,0
2008-11-10,-0.12319762543874374,0,0,-0.19243805815909637,0.05704928131107913,0.06924043272035263,0
2008-11-11,-0.15203050356559009,0,0,-0.17981677175650396,0.0577484395293175,0.02778626819091387,0
2008-11-12,-0.1897702436685752,0,0,-0.16458946054540607,0.03488464105568459,-0.025180783123169126,0
2008-11-14,-0.15766784222878966,0,0,-0.16657123259856688,0.03395864917362727,0.00890339036977722,0
2008-11-17,-0.36233062439067504,0,0,-0.19699936785847477,0.09539726079847394,-0.16533125653220027,0
2008-11-18,-0.02098503926826388,0,0,-0.17655685062437876,0.12231865516137659,0.15557181135611486,0
2008-11-19,0.04992426139802995,0,0,-0.13616589763165476,0.15998626549371942,0.1860901590296847,0
2008-11-20,-0.016941308535019663,0,0,-0.10160011060494364,0.16412611702121277,0.08465880206992399,0
2008-11-21,0.006488818790791388,0,0,-0.06876877840102745,0.16650801287843203,0.07525759719181883,0
2008-11-24,0.03789594425734192,0,0,0.011276535328575943,0.03186776505922733,0.026619408928765978,0
2008-11-25,0.09087438193531362,0,0,0.033648419569291446,0.04139661751291655,0.057225962366022176,0
2008-11-26,0.14896517825206615,0,0,0.053456602940098685,0.06694391482736199,0.09550857531196746,0
2008-11-28,0.1236688960456381,0,0,0.08157864385623023,0.05904575591498737,0.04209025218940787,0
2008-12-01,0.14842470518374268,0,0,0.1099658211348205,0.04676098823726311,0.038458884048922184,0
2008-12-02,0.15406067819497943,0,0,0.133198767922348,0.026447118309762607,0.02086191027263143,0
2008-12-03,0.13961908413592491,0,0,0.14294770836247025,0.011963046018258736,-0.0033286242265453403,0
2008-12-04,0.1773322019849762,0,0,0.14862111310905227,0.01973324435344555,0.02871108887592394,0
2008-12-05,0.16425149413084703,0,0,0.15673763272609403,0.014576607560478372,0.007513861404752992,0
